2,1,3
3,2,13
4,12,20
5,24,29
6,8,17
7,15,20
8,24,49
9,32,41
10,48,58
11,24,41
12,40,43
13,36,74
14,30,52
15,34,58
16,65,67
17,39,63
18,50,80
19,120,124
20,69,74
21,52,133
22,119,134
23,139,150
24,82,126
25,163,231
26,69,186
27,98,146
28,88,134
29,116,145
30,128,217
31,139,147
32,123,165
33,145,237
34,87,155
35,144,171
36,237,248
37,246,256
38,127,226
39,103,159
40,173,201
41,137,273
42,167,211
43,143,203
44,193,226
45,158,243
46,266,267
47,144,248
48,181,323
49,268,383
50,168,217
51,203,339
52,199,275
53,382,490
54,303,304
55,219,359
56,175,360
57,230,549
58,344,363
59,265,321
60,443,579
61,420,460
62,259,696
63,320,601
64,279,383
65,316,363
66,243,348
67,437,458
68,321,329
69,205,362
70,307,525
71,249,397
72,247,364
73,216,362
74,243,404
75,289,520
76,430,692
77,336,495
78,313,401
79,298,402
80,386,507
81,393,654
82,283,491
83,342,557
84,457,556
85,430,567
86,344,747
87,375,517
88,649,712
89,566,691
90,578,736
91,543,856
92,408,511
93,358,698
94,535,553
95,447,543
96,411,596
97,360,740
98,603,812
99,498,860
100,470,625
101,419,613
102,638,770
103,464,683
104,399,889
105,497,665
106,442,665
107,451,813
108,519,840
109,374,716
110,664,913
111,589,812
112,637,892
113,1166,1465
114,602,999
115,805,1053
116,592,732
117,524,731
118,573,824
119,540,933
120,777,951
121,732,1002
122,879,1157
123,553,829
124,736,911
125,474,584
126,538,738
127,706,970
128,622,965
129,496,697
130,895,951
131,808,1289
132,859,1081
133,685,817
134,707,1007
135,818,1138
136,744,917
137,717,782
138,1070,1320
139,858,931
140,968,1105
141,592,810
142,987,1626
143,640,1303
144,775,873
145,592,972
146,927,1306
147,737,1231
148,934,985
149,929,1565
150,845,922
151,787,1339
152,822,1128
153,815,1207
154,884,1260
155,943,976
156,773,1092
157,1310,1474
158,762,1113
159,766,1195
160,774,881
161,713,1163
162,604,1076
163,884,1037
164,1007,1279
165,985,1658
166,990,1451
167,904,1112
168,1030,1121
169,862,1005
170,839,1206
171,978,1368
172,1366,1494
173,1167,1301
174,884,1273
175,804,1183
176,1065,1401
177,872,1132
178,1116,1152
179,817,1148
180,1324,1457
181,952,1337
182,833,1420
183,1158,1308
184,1246,1553
185,995,1410
186,1045,1563
187,804,1174
188,727,1129
189,1456,1572
190,970,1720
191,1060,1555
192,1877,2233
193,1201,1349
194,898,1161
195,2265,2560
196,1204,1690
197,1018,1401
198,1444,1730
199,1011,1577
200,1582,1722
201,1183,1808
202,1266,1939
203,1428,1780
204,1113,1595
205,1414,1716
206,932,1417
207,1285,1492
208,1022,2447
209,867,2018
210,1192,1644
211,1335,1801
212,1655,1985
213,1556,1681
214,1031,1737
215,1681,1890
216,1535,1901
217,1117,1375
218,1280,1558
219,1419,1751
220,961,1723
221,1243,1674
222,1494,1584
223,1290,1906
224,1054,1651
225,1418,1692
226,1324,1807
227,1032,1626
228,1176,1384
229,1174,1867
230,2182,2281
231,1632,1848
232,1475,1818
233,1219,1985
234,1447,1850
235,1245,2058
236,1358,1698
237,1364,1604
238,1416,1775
239,1246,1821
240,1298,1676
241,1472,1762
242,1586,2255
243,1754,2265
244,1288,1811
245,1217,1665
246,1610,2264
247,1835,1960
248,1430,1661
249,1669,1928
250,1681,2032
251,1688,2218
252,1397,2171
253,1164,1610
254,1963,2045
255,1985,2300
256,2166,2192
257,2046,2460
258,1534,1748
259,1333,1666
260,1410,1860
261,1232,1841
262,2069,2189
263,2044,2495
264,1676,2449
265,1527,2556
266,1518,1901
267,2954,3407
268,1698,2098
269,1466,2133
270,2173,2695
271,1478,1995
272,2315,2337
273,1293,2336
274,1217,1978
275,1621,1954
276,2300,2992
277,1355,2245
278,1341,2039
279,1587,1749
280,1591,2308
281,2081,2266
282,1803,2528
283,1323,1793
284,1906,2280
285,1836,2314
286,1564,2144
287,1265,2000
288,1712,2068
289,1591,2417
290,1407,1944
291,1753,1969
292,1698,1933
293,1967,3062
294,1706,2439
295,2055,2252
296,1811,2905
297,1637,2448
298,1695,2498
299,1626,2111
300,1427,2847
301,1953,2474
302,1672,2587
303,1753,2634
304,1547,2521
305,1695,2131
306,1837,2527
307,2127,3220
308,1832,2271
309,1857,2574
310,1664,2488
311,2048,2382
312,2793,3560
313,1340,2316
314,2080,2403
315,1527,2630
316,1886,3381
317,2256,2631
318,1700,2540
319,1794,2476
320,2677,2820
321,1977,2551
322,1937,3015
323,1614,2416
324,2394,2828
325,1708,2615
326,2044,2918
327,2517,2859
328,2137,2645
329,2162,2548
330,1826,2347
331,2632,5154
332,1768,3364
333,2643,2803
334,2263,3111
335,2519,3162
336,2922,3203
337,1726,2989
338,2683,3024
339,1723,2496
340,1761,3146
341,2879,2893
342,1830,3318
343,1647,2907
344,2442,3190
345,2387,4199
346,2673,3272
347,3043,4338
348,2754,4239
349,2168,2644
350,2900,3189
351,1821,2322
352,2912,2947
353,2796,3908
354,2536,3409
355,2118,2914
356,2152,2390
357,2490,3062
358,3381,4148
359,2722,3425
360,2516,2938
361,2210,3452
362,2215,3056
363,1959,2363
364,3879,3931
365,1795,3083
366,2050,3031
367,2418,2960
368,2382,3925
369,1791,3355
370,2637,2769
371,2055,2715
372,2095,2983
373,2247,3072
374,1726,2712
375,2132,2669
376,2174,3176
377,2214,2747
378,3651,4079
379,3433,3680
380,1734,2805
381,2315,2824
382,2617,4259
383,3545,3706
384,2075,2998
385,2202,3435
386,2580,3702
387,2413,3712
388,2424,3410
389,2578,3417
390,2366,2518
391,2731,3093
392,3615,4321
393,2776,3220
394,2902,3332
395,1709,2610
396,3819,4284
397,2193,3294
398,2261,4310
399,2383,3641
400,2911,3534
401,2328,3124
402,2498,5077
403,2483,2839
404,1711,2959
405,2337,3589
406,2432,3459
407,2871,2926
408,2042,3126
409,2323,3454
410,2308,4348
411,2754,3389
412,2798,3845
413,2513,3526
414,2324,3196
415,2816,4787
416,1809,3867
417,2116,3255
418,2227,3585
419,2995,3790
420,2895,3138
421,3200,3304
422,3123,3864
423,2175,3659
424,3287,6749
425,2616,3369
426,2485,3601
427,2179,4173
428,2918,3505
429,3991,4589
430,2951,4081
431,2621,3210
432,2387,3891
433,1984,3629
434,3292,3472
435,2537,4470
436,2798,3572
437,2888,3611
438,3026,3791
439,3030,5470
440,2377,4312
441,2788,3510
442,3009,3945
443,2298,3539
444,2334,3566
445,3154,3935
446,2838,3796
447,3308,3897
448,2508,4049
449,2940,3355
450,3085,5145
451,2394,4309
452,2011,4163
453,1984,3946
454,2567,3705
455,2709,3584
456,2847,4151
457,2367,4297
458,3231,3590
459,2860,3289
460,2589,3486
461,2667,3705
462,4819,4869
463,4679,6100
464,2652,3480
465,4098,4660
466,2956,4336
467,2860,4426
468,3141,3556
469,2521,3546
470,3157,4202
471,3230,4506
472,5118,5353
473,3091,3585
474,3541,5722
475,2981,5119
476,3747,4942
477,2759,4535
478,3305,3547
479,3517,6742
480,2851,3673
481,3108,4129
482,3297,4099
483,3688,4114
484,2958,4012
485,2884,3707
486,3327,4435
487,2834,4450
488,3153,3686
489,3838,4253
490,4884,4918
491,3011,3828
492,3105,5516
493,3684,4748
494,2927,4279
495,3644,5002
496,2356,3307
497,3052,3471
498,2930,5614
499,2697,3595
500,3040,3626
501,2909,3689
502,2828,4596
503,3846,4781
504,2946,3456
505,3061,4214
506,3521,4352
507,3340,5515
508,3409,4303
509,4188,4783
510,3199,4068
511,3122,4209
512,3763,3866
513,3778,4363
514,4095,4746
515,3517,4058
516,2949,5330
517,3334,5244
518,3302,4858
519,3821,7097
520,3278,4180
521,4077,4231
522,3542,4168
523,2853,3988
524,3798,4256
525,2675,6320
526,4189,4558
527,3667,4172
528,3374,4868
529,3273,5502
530,3398,5347
531,4999,5034
532,3262,5132
533,4044,5299
534,4153,4635
535,3571,7410
536,3277,4098
537,3382,5091
538,3218,5315
539,3243,4626
540,3351,3888
541,5402,6702
542,3543,4570
543,3550,4853
544,3935,4502
545,4226,4821
546,4580,4662
547,3860,4407
548,3351,4529
549,3379,6832
550,4425,6438
551,2825,4394
552,3115,4710
553,3765,4997
554,5533,6203
555,4489,5139
556,3905,5401
557,2875,5249
558,3061,4585
559,4046,5035
560,4236,4528
561,5046,7269
562,3015,3635
563,3171,4734
564,4543,4780
565,3756,3910
566,3551,4891
567,3228,4904
568,5519,7160
569,3494,5369
570,4494,5065
571,3185,5095
572,4080,4801
573,3837,5128
574,5069,5780
575,4628,5250
576,4076,7110
577,3124,4484
578,5819,7404
579,3975,5992
580,3778,4476
581,4976,5383
582,4224,5346
583,3713,4447
584,4115,4436
585,5619,5752
586,3907,5136
587,3796,4823
588,3846,5346
589,3330,4445
590,5211,6561
591,3713,5431
592,4086,6430
593,3725,6096
594,4458,4615
595,3596,5303
596,4456,5236
597,4713,5294
598,3603,5546
599,4333,5235
600,3863,6914
601,2865,5313
602,3741,5323
603,5186,6223
604,3333,5042
605,3919,5014
606,4147,6964
607,3999,5927
608,3606,4489
609,5134,5414
610,4528,5274
611,4250,5321
612,3857,4693
613,4013,5035
614,5113,6177
615,4349,6739
616,4148,5508
617,3898,5172
618,4185,5852
619,4241,6383
620,3376,5198
621,4246,6015
622,4752,5522
623,3301,4730
624,4053,5775
625,6812,6852
626,5104,5647
627,5915,6154
628,4457,5629
629,4426,5744
630,4111,7235
631,4145,5218
632,5076,6170
633,3177,6228
634,3759,5300
635,5107,6482
636,3926,8117
637,4463,5548
638,6017,6340
639,3335,5098
640,3789,4677
641,3843,6047
642,4387,5394
643,3552,6159
644,4788,5858
645,3718,5778
646,3006,5216
647,5216,6702
648,4080,5297
649,3089,5272
650,4163,5709
651,6202,6537
652,3963,5384
653,4620,5727
654,4180,5362
655,4896,5620
656,4583,5653
657,4497,5194
658,3795,6184
659,5155,5697
660,3254,5703
661,3509,5522
662,4653,6885
663,5486,6234
664,5885,6126
665,5302,5668
666,4600,5770
667,4629,7149
668,4284,8114
669,4200,5437
670,3702,5930
671,4813,5489
672,3703,6143
673,3975,6669
674,5819,7860
675,5519,7136
676,4273,6126
677,4542,5964
678,5131,6612
679,4494,6678
680,4904,5630
681,4536,6320
682,5092,5580
683,4848,5986
684,5681,7624
685,4608,5621
686,5047,5356
687,4605,7742
688,4526,7059
689,4356,6367
690,4038,7516
691,5124,6676
692,5103,6388
693,5029,5685
694,6191,6302
695,6046,6473
696,7209,7217
697,4870,6044
698,4682,6748
699,4458,5359
700,5093,7225
701,6064,7408
702,6577,7532
703,5350,7575
704,3755,6718
705,4618,6779
706,4039,5410
707,5675,6405
708,5221,5793
709,5556,7914
710,4084,5727
711,4422,6988
712,6608,6832
713,4009,5902
714,3685,6717
715,5575,6847
716,3747,6048
717,3921,5484
718,4785,7623
719,6144,7044
720,4500,7148
721,7073,7079
722,4512,6813
723,4937,6823
724,5300,7346
725,4210,6229
726,6168,8226
727,5807,7102
728,6063,11546
729,6380,7730
730,3709,4979
731,4444,6287
732,4706,7649
733,5600,6732
734,4540,5686
735,5601,6306
736,4560,6373
737,5877,7289
738,4489,5599
739,5802,6770
740,6232,7144
741,5548,6318
742,6202,7402
743,4978,7784
744,4912,7800
745,6171,7110
746,5114,6952
747,5848,6041
748,4496,6412
749,5799,8156
750,3981,6658
751,4410,5657
752,5653,7132
753,5336,6913
754,4048,5947
755,5564,7699
756,5564,6632
757,5492,7806
758,6007,6913
759,4743,6408
760,3763,6699
761,4671,6736
762,6483,7444
763,4675,7159
764,5317,7862
765,6482,7598
766,8365,8716
767,7495,8038
768,5273,7076
769,5887,9167
770,6214,6800
771,6173,10785
772,5355,6486
773,4925,6781
774,5249,6414
775,7652,8269
776,6149,6395
777,5237,7658
778,5285,7348
779,4500,6685
780,4719,6406
781,5545,8080
782,4322,5528
783,4844,7195
784,5601,7962
785,4205,6389
786,5409,8182
787,6178,6747
788,6031,7781
789,5014,5881
790,5775,8423
791,5098,6939
792,4972,8052
793,6130,7425
794,6216,10649
795,7303,7737
796,4222,7244
797,4800,5818
798,6867,7262
799,8461,9411
800,5234,6508
801,7283,9036
802,5638,7105
803,6575,7601
804,6035,6818
805,6025,7716
806,6194,8826
807,4880,8690
808,4651,8086
809,5164,7544
810,6941,8904
811,6092,8055
812,7403,8633
813,5154,7747
814,8152,8467
815,8929,9705
816,8025,8683
